order,taoble_name_cn,taoble_name,column_name_CN,column_name,column_type,column_related,notes
1.3.4,中国A股重要股东增减持,AShareMjrHolderTrade,通过大宗交易系统的变动数量,BLOCKTRADE_QUANTITY,"NUMBER(20,4)",,
1.3.4,中国A股重要股东增减持,AShareMjrHolderTrade,是否为减持限售股份,IS_RESTRICTED,"NUMBER(1,0)",,"1为限售股份,否则为非限售股份"
1.3.4,中国A股重要股东增减持,AShareMjrHolderTrade,是否重复披露,IS_REANNOUNCED,"NUMBER(1,0)",,持股变动数据在AShareInsiderTrade表是否有重复记录
1.3.4,中国A股重要股东增减持,AShareMjrHolderTrade,变动说明,TRADE_DETAIL,VARCHAR2(1000),,
1.3.4,中国A股重要股东增减持,AShareMjrHolderTrade,最新持股总数,NEW_HOLD_TOT,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,对象ID,OBJECT_ID,VARCHAR2(100),,
0.3.2,中国A股指数日行情,AIndexEODPrices,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
0.3.2,中国A股指数日行情,AIndexEODPrices,交易日期,TRADE_DT,VARCHAR2(8),,
0.3.2,中国A股指数日行情,AIndexEODPrices,货币代码,CRNCY_CODE,VARCHAR2(10),,
0.3.2,中国A股指数日行情,AIndexEODPrices,昨收盘价(点),S_DQ_PRECLOSE,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,开盘价(点),S_DQ_OPEN,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,最高价(点),S_DQ_HIGH,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,最低价(点),S_DQ_LOW,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,收盘价(点),S_DQ_CLOSE,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,涨跌(点),S_DQ_CHANGE,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,涨跌幅(%),S_DQ_PCTCHANGE,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,成交量(手),S_DQ_VOLUME,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,成交金额(千元),S_DQ_AMOUNT,"NUMBER(20,4)",,
0.3.2,中国A股指数日行情,AIndexEODPrices,证券ID,SEC_ID,VARCHAR2(10),,
0.3.3,中国A股指数成份股,AIndexMembers,对象ID,OBJECT_ID,VARCHAR2(100),,
0.3.3,中国A股指数成份股,AIndexMembers,指数Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
0.3.3,中国A股指数成份股,AIndexMembers,成份股Wind代码,S_CON_WINDCODE,VARCHAR2(40),,
0.3.3,中国A股指数成份股,AIndexMembers,纳入日期,S_CON_INDATE,VARCHAR2(8),,
0.3.3,中国A股指数成份股,AIndexMembers,剔除日期,S_CON_OUTDATE,VARCHAR2(8),,
0.3.3,中国A股指数成份股,AIndexMembers,最新标志,CUR_SIGN,"NUMBER(1,0)",,1:是 0:否
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,对象ID,OBJECT_ID,VARCHAR2(100),,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,交易日期,TRADE_DT,VARCHAR2(8),,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,货币代码,CRNCY_CODE,VARCHAR2(10),,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,昨收盘价(点),S_DQ_PRECLOSE,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,开盘价(点),S_DQ_OPEN,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,最高价(点),S_DQ_HIGH,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,最低价(点),S_DQ_LOW,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,收盘价(点),S_DQ_CLOSE,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,涨跌(点),S_DQ_CHANGE,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,涨跌幅(%),S_DQ_PCTCHANGE,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,成交量(手),S_DQ_VOLUME,"NUMBER(20,4)",,
0.3.4,中国A股Wind行业指数日行情,AIndexWindIndustriesEO,成交金额(千元),S_DQ_AMOUNT,"NUMBER(20,4)",,
0.1.1,全球市场交易时间,GlobalMarketTradingTime,对象ID,OBJECT_ID,VARCHAR2(100),,业务主键:exchange_sname_eng+trading_hours+trading_hours_code+securities_type
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易所英文简称,EXCHANGE_SNAME_ENG,VARCHAR2(40),,
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易所中文名称,EXCHANGE_NAME,VARCHAR2(40),,
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易品种描述,SECURITIES_TYPE,VARCHAR2(1000),,平台|交易类型|交易品种大类|交易品种(期货)
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易时段编码,TRADING_HOURS_CODE,VARCHAR2(5),,
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易时段,TRADING_HOURS,VARCHAR2(500),,"|:分隔盘前中后;-:区分时间;“,”:区分时间段;T:代表跨天"
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易时段(新),TRADING_HOURS_2,VARCHAR2(1000),,"A-G代表周一-周日;[]内的1,代表主要交易时段;[]内的2,代表主要集合竞价时段;[]内的3,代表主要盘后交易时段"
0.1.1,全球市场交易时间,GlobalMarketTradingTime,交易所英文名称,EXCHANGE_ENG_NAME,VARCHAR2(200),,
0.2.2,中国A股基本资料,AShareDescription,对象ID,OBJECT_ID,VARCHAR2(100),,
0.2.2,中国A股基本资料,AShareDescription,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,"业务主键 Wind自编代码,一般为交易所公布代码+.SH(或.SZ)"
0.2.2,中国A股基本资料,AShareDescription,交易代码,S_INFO_CODE,VARCHAR2(40),,
0.2.2,中国A股基本资料,AShareDescription,证券简称,S_INFO_NAME,VARCHAR2(50),,
0.2.2,中国A股基本资料,AShareDescription,公司中文名称,S_INFO_COMPNAME,VARCHAR2(100),,
0.2.2,中国A股基本资料,AShareDescription,公司英文名称,S_INFO_COMPNAMEENG,VARCHAR2(100),,
0.2.2,中国A股基本资料,AShareDescription,ISIN代码,S_INFO_ISINCODE,VARCHAR2(40),,
0.2.2,中国A股基本资料,AShareDescription,交易所,S_INFO_EXCHMARKET,VARCHAR2(40),,SSE:上交所 SZSE:深交所
0.2.2,中国A股基本资料,AShareDescription,上市板类型,S_INFO_LISTBOARD,VARCHAR2(10),,上市板类型: 434001000:创业板 434003000:中小企业板 434004000:主板 434005000:退市整理股票 434006000:风险警示股票 434009000:科创板
0.2.2,中国A股基本资料,AShareDescription,上市日期,S_INFO_LISTDATE,VARCHAR2(8),,
0.2.2,中国A股基本资料,AShareDescription,退市日期,S_INFO_DELISTDATE,VARCHAR2(8),,
0.2.2,中国A股基本资料,AShareDescription,,S_INFO_SEDOLCODE,VARCHAR2(40),,"因授权问题,该字段已停止提供数据。"
0.2.2,中国A股基本资料,AShareDescription,货币代码,CRNCY_CODE,VARCHAR2(10),,
0.2.2,中国A股基本资料,AShareDescription,简称拼音,S_INFO_PINYIN,VARCHAR2(40),,
0.2.2,中国A股基本资料,AShareDescription,上市板,S_INFO_LISTBOARDNAME,VARCHAR2(10),,上市板包括: 主板 创业板 科创板 中小企业板
0.2.2,中国A股基本资料,AShareDescription,是否在沪股通或深港通范围内,IS_SHSC,"NUMBER(5,0)",,0:否;1:沪股通;2:深股通
0.2.2,中国A股基本资料,AShareDescription,公司ID,S_INFO_COMPCODE,VARCHAR2(100),,
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,对象ID,OBJECT_ID,VARCHAR2(100),,
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,Wind代码,WIND_CODE,VARCHAR2(40),,
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,Wind行业代码,WIND_IND_CODE,VARCHAR2(50),,62开头 对应:行业代码表中的行业代码
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,纳入日期,ENTRY_DT,VARCHAR2(8),,
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,剔除日期,REMOVE_DT,VARCHAR2(8),,
0.2.3,中国A股Wind行业分类,AShareIndustriesClass,最新标志,CUR_SIGN,VARCHAR2(10),,1:是 0:否
2.1.1,中国A股盈利预测汇总,AShareConsensusData,对象ID,OBJECT_ID,VARCHAR2(100),,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,Wind代码,S_INFO_WINDCODE,VARCHAR2(40),,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,Wind代码,WIND_CODE,VARCHAR2(40),,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,预测日期,EST_DT,VARCHAR2(8),,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,预测报告期,EST_REPORT_DT,VARCHAR2(8),,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,预测机构家数,NUM_EST_INST,"NUMBER(20,0)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测,取综合值计算标记(中国A股盈利预测明细)为1,预测机构家数求和"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股收益平均值(元),EPS_AVG,"NUMBER(20,4)",,由NET_PROFIT_AVG(净利润平均值)/S_EST_BASESHARE(预测基准股本综合值)
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入平均值(万元),MAIN_BUS_INC_AVG,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测主营业务收入,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润平均值(万元),NET_PROFIT_AVG,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测净利润EST_NET_PROFIT,若最新预测净利润为空,取预测净利润(换算)S_EST_NPCAL,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税前利润平均值(万元),EBIT_AVG,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测息税前利润,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税折旧摊销前利润平均值(万元),EBITDA_AVG,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测息税折旧摊销前利润,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股收益中值(元),EPS_MEDIAN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股收益(摊薄)中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入中值(万元),MAIN_BUS_INC_MEDIAN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测主营业务收入中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润中值(万元),NET_PROFIT_MEDIAN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净利润中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税前利润中值(万元),EBIT_MEDIAN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),息税前利润中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税折旧摊销前利润中值(万元),EBITDA_MEDIAN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),息税折旧摊销前利润中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,综合值周期类型,CONSEN_DATA_CYCLE_TYP,VARCHAR2(10),,综合值周期类型: 263001000:30天 263002000:90天 263003000:180天 263004000:大事后180天
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股收益标准差,EPS_DEV,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),每股收益标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入标准差(万元),MAIN_BUS_INC_DEV,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),主营业务收入标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润标准差(万元),NET_PROFIT_DEV,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),净利润标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税前利润标准差(万元),EBIT_DEV,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),息税前利润标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税折旧摊销前利润标准差(万元),EBITDA_DEV,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),息税折旧摊销前利润标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股收益最大值,EPS_MAX,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股收益(摊薄)最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股收益最小值,EPS_MIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股收益(摊薄)最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入最大值(万元),MAIN_BUS_INC_MAX,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测主营业务收入最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入最小值(万元),MAIN_BUS_INC_MIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测主营业务收入最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入调高家数（与一个月前相比）,MAIN_BUS_INC_UPGRADE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),最新预测主营业务收入对比综合值周期时间范围(30/90/180)外最新预测主营业务收入调高家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入调低家数（与一个月前相比）,MAIN_BUS_INC_DOWNGRADE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),最新预测主营业务收入对比综合值周期时间范围(30/90/180)外最新预测主营业务收入调低家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入维持家数（与一个月前相比）,MAIN_BUS_INC_MAINTAIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),最新预测主营业务收入对比综合值周期时间范围(30/90/180)外最新预测主营业务收入维持家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润最大值（万元),NET_PROFIT_MAX,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净利润最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润最小值（万元),NET_PROFIT_MIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净利润最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润调高家数（与一个月前相比）,NET_PROFIT_UPGRADE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),最新预测净利润,若最新预测净利润为空,取预测净利润(换算)S_EST_NPCAL,对比综合值周期时间范围(30/90/180)外最新预测净利润调高家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润调低家数（与一个月前相比）,NET_PROFIT_DOWNGRADE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),最新预测净利润,若最新预测净利润为空,取预测净利润(换算)S_EST_NPCAL,对比综合值周期时间范围(30/90/180)外最新预测净利润调低家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润维持家数（与一个月前相比）,NET_PROFIT_MAINTAIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),最新预测净利润,若最新预测净利润为空,取预测净利润(换算)S_EST_NPCAL,对比综合值周期时间范围(30/90/180)外最新预测净利润维持家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股现金流平均值,S_EST_AVGCPS,"NUMBER(20,4)",,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股现金流中值,S_EST_MEDIANCPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股现金流中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股现金流标准差,S_EST_STDCPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股现金流标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股现金流最大值,S_EST_MAXCPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股现金流最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股现金流最小值,S_EST_MINCPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股现金流最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股股利平均值,S_EST_AVGDPS,"NUMBER(20,4)",,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股股利中值,S_EST_MEDIANDPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股股利中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股股利标准差,S_EST_STDDPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股股利标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股股利最大值,S_EST_MAXDPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股股利最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股股利最小值,S_EST_MINDPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股股利最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税前利润最大值(万元),EBIT_MAX,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测息税前利润最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税前利润最小值(万元),EBIT_MIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测息税前利润最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税折旧摊销前利润最大值(万元),EBITDA_MAX,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测息税折旧摊销前利润最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税折旧摊销前利润最小值(万元),EBITDA_MIN,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测息税折旧摊销前利润最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股净资产平均值,S_EST_AVGBPS,"NUMBER(20,4)",,
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股净资产中值,S_EST_MEDIANBPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股净资产中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股净资产标准差,S_EST_STDBPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股净资产标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股净资产最大值,S_EST_MAXBPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股净资产最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股净资产最小值,S_EST_MINBPS,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测每股净资产最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,利润总额平均值(万元),S_EST_AVGEBT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测利润总额,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,利润总额中值(万元),S_EST_MEDIANEBT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测利润总额中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,利润总额标准差(万元),S_EST_STDEBT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测利润总额标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,利润总额最大值(万元),S_EST_MAXEBT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测利润总额最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,利润总额最小值(万元),S_EST_MINEBT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测利润总额最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,总资产收益率平均值（%）,S_EST_AVGROA,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测总资产收益率,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,总资产收益率中值（%）,S_EST_MEDIANROA,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测总资产收益率中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,总资产收益率标准差（%）,S_EST_STDROA,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测总资产收益率标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,总资产收益率最大值（%）,S_EST_MAXROA,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测总资产收益率最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,总资产收益率最小值（%）,S_EST_MINROA,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测总资产收益率最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净资产收益率平均值（%）,S_EST_AVGROE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测净资产收益率,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净资产收益率中值（%）,S_EST_MEDIANROE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净资产收益率中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净资产收益率标准差（%）,S_EST_STDROE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净资产收益率标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净资产收益率最大值（%）,S_EST_MAXROE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净资产收益率最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净资产收益率最小值（%）,S_EST_MINROE,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测净资产收益率最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业利润平均值(万元),S_EST_AVGOPERATINGPROFIT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测营业利润,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业利润中值(万元),S_EST_MEDIANOPERATINGPROFIT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业利润中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业利润标准差(万元),S_EST_STDOPERATINGPROFIT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业利润标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业利润最大值(万元),S_EST_MAXOPERATINGPROFIT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业利润最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业利润最小值(万元),S_EST_MINOPERATINGPROFIT,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业利润最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股收益预测家数,S_EST_EPSINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测每股收益(摊薄)家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,主营业务收入预测家数,S_EST_MAINBUSINCINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测主营业务收入家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净利润预测家数,S_EST_NETPROFITINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测净利润家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股现金流预测家数,S_EST_CPSINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测每股现金流家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股股利预测家数,S_EST_DPSINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测每股股利家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税前利润预测家数,S_EST_EBITINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测息税前利润家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,息税折旧摊销前利润预测家数,S_EST_EBITDAINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测息税折旧摊销前利润家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,每股净资产预测家数,S_EST_BPSINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测每股净资产家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,利润总额预测家数,S_EST_EBTINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测利润总额家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,总资产收益率预测家数,S_EST_ROAINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测总资产收益率家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,净资产资产收益率预测家数,S_EST_ROEINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测净资产收益率家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业利润预测家数,S_EST_OPROFITINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测营业利润家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业成本及附加平均值(万元),S_EST_AVGOC,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),同一报告期同一机构只取最新预测营业成本及附加,取综合值计算标记(中国A股盈利预测明细)为1,算数平均得到"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业成本及附加中值(万元),S_EST_MEDIAOC,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业成本及附加中值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业成本及附加标准差(万元),S_EST_STOC,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业成本及附加标准差"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业成本及附加最大值(万元),S_EST_MAXOC,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业成本及附加最大值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业成本及附加最小值(万元),S_EST_MINOC,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),预测营业成本及附加最小值"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,营业成本及附加预测家数,S_EST_OCINSTNUM,"NUMBER(20,4)",,"取综合值周期时间范围内(30/90/180),给出预测营业成本及附加家数"
2.1.1,中国A股盈利预测汇总,AShareConsensusData,预测基准股本综合值,S_EST_BASESHARE,"NUMBER(20,4)",,
